abstention_reason,branch,burst_count,capture_id,class_probability,decision_window_id,evaluation_domain,final_decision,predicted_class,true_physical_unit_id,window_duration_s
,engineered_rf,263,BLE-IQ-c7e03dc56c62,0.7640449438202248,BLE-IQ-c7e03dc56c62-decision-win-00000,,IDENTIFIED,keyfobdemo 01,,10.0
,engineered_rf,24,BLE-IQ-c7e03dc56c62,0.91,BLE-IQ-c7e03dc56c62-decision-win-00000,VALIDATION,IDENTIFIED,CC2650-UNIT-01,CC2650-UNIT-01,10.0
,engineered_rf,339,BLE-IQ-cc8786d5a77a,0.875,BLE-IQ-cc8786d5a77a-decision-win-00000,,IDENTIFIED,keyfobdemo 01,,10.0
,engineered_rf,672,BLE-IQ-d606aa540a05,0.9680851063829787,BLE-IQ-d606aa540a05-decision-win-00000,,IDENTIFIED,keyfobdemo 01,,10.0
,engineered_rf,95,BLE-IQ-d606aa540a05,1.0,BLE-IQ-d606aa540a05-decision-win-00000,TRAIN,IDENTIFIED,keyfobdemo 01,keyfobdemo 01,10.0
,engineered_rf,438,BLE-IQ-d60791d20ade,0.8848167539267016,BLE-IQ-d60791d20ade-decision-win-00000,,IDENTIFIED,keyfobdemo 01,,10.0
,engineered_rf,516,BLE-IQ-d6d49892e716,0.9375,BLE-IQ-d6d49892e716-decision-win-00000,,IDENTIFIED,keyfobdemo 01,,10.0
,engineered_rf,376,BLE-IQ-de7aa439a4a2,0.8268156424581006,BLE-IQ-de7aa439a4a2-decision-win-00000,,IDENTIFIED,keyfobdemo 01,CC2650-UNIT-01,10.0
,engineered_rf,246,BLE-IQ-dfdc2f4866a3,0.8604651162790697,BLE-IQ-dfdc2f4866a3-decision-win-00000,,IDENTIFIED,keyfobdemo 01,,10.0
,engineered_rf,476,BLE-IQ-e92e34919c88,0.9696969696969697,BLE-IQ-e92e34919c88-decision-win-00000,,IDENTIFIED,keyfobdemo 01,,10.0
,engineered_rf,71,BLE-IQ-e92e34919c88,1.0,BLE-IQ-e92e34919c88-decision-win-00000,TRAIN,IDENTIFIED,keyfobdemo 01,keyfobdemo 01,10.0
,engineered_rf,290,BLE-IQ-ea3ede759930,0.44,BLE-IQ-ea3ede759930-decision-win-00000,,UNKNOWN,keyfobdemo 01,,10.0
,engineered_rf,92,BLE-IQ-ea3ede759930,0.98989898989899,BLE-IQ-ea3ede759930-decision-win-00000,TRAIN,IDENTIFIED,keyfobdemo 01,keyfobdemo 01,10.0
,engineered_rf,435,BLE-IQ-f0d523ed1e98,0.967391304347826,BLE-IQ-f0d523ed1e98-decision-win-00000,,IDENTIFIED,keyfobdemo 01,,10.0
,engineered_rf,306,BLE-IQ-f206b4f24414,0.8102564102564103,BLE-IQ-f206b4f24414-decision-win-00000,TEST,IDENTIFIED,keyfobdemo 01,keyfobdemo 01,10.0
,engineered_rf,309,BLE-IQ-f3aa2e366ab8,0.9523809523809523,BLE-IQ-f3aa2e366ab8-decision-win-00000,,IDENTIFIED,keyfobdemo 01,CC2650-UNIT-01,10.0
,engineered_rf,340,BLE-IQ-f4bc64dca9fa,0.7676767676767677,BLE-IQ-f4bc64dca9fa-decision-win-00000,VALIDATION,IDENTIFIED,keyfobdemo 01,keyfobdemo 01,10.0
,engineered_rf,347,BLE-IQ-f85fc01f90b8,0.7422680412371134,BLE-IQ-f85fc01f90b8-decision-win-00000,VALIDATION,IDENTIFIED,keyfobdemo 01,keyfobdemo 01,10.0
,engineered_rf,644,BLE-IQ-f86894c6a797,0.9390243902439024,BLE-IQ-f86894c6a797-decision-win-00000,,IDENTIFIED,keyfobdemo 01,,10.0
,engineered_rf,442,BLE-IQ-fb8a59709fd6,0.8947368421052632,BLE-IQ-fb8a59709fd6-decision-win-00000,,IDENTIFIED,keyfobdemo 01,,10.0
,engineered_rf,91,BLE-IQ-fc2b4eeac0c6,0.9797979797979798,BLE-IQ-fc2b4eeac0c6-decision-win-00000,TRAIN,IDENTIFIED,CC2541SensorTag,CC2541SensorTag,10.0
,engineered_rf,352,BLE-IQ-fc2b4eeac0c6,0.97,BLE-IQ-fc2b4eeac0c6-decision-win-00000,,IDENTIFIED,keyfobdemo 01,,10.0
,engineered_rf,412,BLE-IQ-fcb42b06955c,0.9545454545454545,BLE-IQ-fcb42b06955c-decision-win-00000,,IDENTIFIED,keyfobdemo 01,,10.0
,engineered_rf,106,BLE-IQ-SCRUB-11ff17c116e5,0.45161290322580644,BLE-IQ-SCRUB-11ff17c116e5-decision-win-00000,,UNKNOWN,keyfobdemo 01,,10.0
,engineered_rf,113,BLE-IQ-SCRUB-254847c072f0,0.4948453608247423,BLE-IQ-SCRUB-254847c072f0-decision-win-00000,,UNKNOWN,keyfobdemo 01,,10.0
,engineered_rf,113,BLE-IQ-SCRUB-4fdaf73c90b6,0.4948453608247423,BLE-IQ-SCRUB-4fdaf73c90b6-decision-win-00000,,UNKNOWN,keyfobdemo 01,,10.0
,engineered_rf,116,BLE-IQ-SCRUB-66688f84a614,0.4631578947368421,BLE-IQ-SCRUB-66688f84a614-decision-win-00000,,UNKNOWN,keyfobdemo 01,,10.0
,engineered_rf,108,BLE-IQ-SCRUB-6a94a87adf78,0.43386243386243384,BLE-IQ-SCRUB-6a94a87adf78-decision-win-00000,,UNKNOWN,keyfobdemo 01,,10.0
,engineered_rf,108,BLE-IQ-SCRUB-8f7e83af75ea,0.41884816753926707,BLE-IQ-SCRUB-8f7e83af75ea-decision-win-00000,,UNKNOWN,keyfobdemo 01,,10.0
,engineered_rf,106,BLE-IQ-SCRUB-8fee4f512b58,0.45161290322580644,BLE-IQ-SCRUB-8fee4f512b58-decision-win-00000,,UNKNOWN,keyfobdemo 01,,10.0
,engineered_rf,108,BLE-IQ-SCRUB-c1d2e07e0c28,0.41208791208791207,BLE-IQ-SCRUB-c1d2e07e0c28-decision-win-00000,,UNKNOWN,keyfobdemo 01,,10.0
,engineered_rf,106,BLE-IQ-SCRUB-ca46dbc19932,0.40740740740740744,BLE-IQ-SCRUB-ca46dbc19932-decision-win-00000,,UNKNOWN,keyfobdemo 01,,10.0
,engineered_rf,106,BLE-IQ-SCRUB-cef2b4645453,0.4842105263157895,BLE-IQ-SCRUB-cef2b4645453-decision-win-00000,,UNKNOWN,keyfobdemo 01,,10.0
,engineered_rf,106,BLE-IQ-SCRUB-fe33b20ad3b9,0.4842105263157895,BLE-IQ-SCRUB-fe33b20ad3b9-decision-win-00000,,UNKNOWN,keyfobdemo 01,,10.0
