physical_unit_id,recall,precision,f1,n
CC2541SensorTag,0.6990740740740741,0.5298245614035088,0.6027944111776448,216
CC2650-UNIT-01,1.0,0.9615384615384616,0.9803921568627451,225
keyfobdemo 01,0.8373721055465805,0.9278042959427207,0.8802717237475234,1857
keyfobdemo 02,0.5301204819277109,0.3271375464684015,0.4045977011494253,166
